chr2	39925	39944	39936
chr2	161464	161482	161465
chr2	277808	277835	277823
chr2	667699	667721	667713
chr2	669250	669274	669266
chr2	1635668	1635689	1635679
chr2	1636791	1636813	1636803
chr2	2630515	2630533	2630527
chr2	3472987	3473007	3472998
chr2	3501653	3501676	3501662
chr2	3622236	3622258	3622246
chr2	3627799	3627823	3627818
chr2	3628300	3628324	3628307
chr2	3628460	3628507	3628477
chr2	3633093	3633122	3633122
chr2	3633141	3633174	3633174
chr2	3641214	3641238	3641231
chr2	3641608	3641631	3641625
chr2	3641889	3641907	3641897
chr2	5584445	5584465	5584450
chr2	5838388	5838408	5838399
chr2	8823823	8823872	8823852
chr2	8823893	8823908	8823901
chr2	8823988	8824010	8824000
chr2	8824029	8824040	8824031
chr2	8824060	8824086	8824079
chr2	8824403	8824435	8824435
chr2	8997326	8997351	8997335
chr2	9098635	9098655	9098645
chr2	9543429	9543447	9543438
chr2	9545296	9545315	9545305
chr2	9580770	9580794	9580786
chr2	9597108	9597130	9597118
chr2	9613171	9613211	9613206
chr2	9628884	9628903	9628894
chr2	9720543	9720565	9720555
chr2	9724261	9724288	9724271
chr2	9725152	9725171	9725153
chr2	9725357	9725367	9725367
chr2	10019113	10019131	10019124
chr2	10028797	10028821	10028809
chr2	10179783	10179804	10179794
chr2	10192633	10192655	10192645
chr2	10194766	10194791	10194780
chr2	10194894	10194914	10194914
chr2	10263915	10263937	10263930
chr2	10264938	10264957	10264949
chr2	10267003	10267024	10267018
chr2	10267247	10267269	10267259
chr2	10267310	10267335	10267327
chr2	10269047	10269069	10269061
chr2	10269197	10269220	10269212
chr2	10269396	10269408	10269408
chr2	10269543	10269566	10269555
chr2	10269629	10269658	10269645
chr2	10269860	10269914	10269906
chr2	10271039	10271067	10271045
chr2	10271227	10271243	10271236
chr2	10271299	10271329	10271320
chr2	10352017	10352036	10352027
chr2	10567499	10567519	10567511
chr2	10580625	10580646	10580633
chr2	10580768	10580786	10580769
chr2	10581692	10581713	10581703
chr2	10584294	10584338	10584306
chr2	10923670	10923694	10923678
chr2	10923989	10924009	10923990
chr2	10942731	10942753	10942740
chr2	11585546	11585569	11585556
chr2	11585592	11585615	11585593
chr2	11585874	11585899	11585878
chr2	11701323	11701350	11701335
chr2	11967381	11967403	11967394
chr2	12863580	12863598	12863590
chr2	12881252	12881281	12881259
chr2	12882063	12882083	12882076
chr2	12882146	12882164	12882156
chr2	14689213	14689232	14689232
chr2	15526271	15526292	15526282
chr2	17566513	17566536	17566529
chr2	17864907	17864930	17864908
chr2	17896185	17896204	17896193
chr2	17966628	17966645	17966635
chr2	18736002	18736015	18736015
chr2	18736775	18736800	18736782
chr2	20163276	20163298	20163298
chr2	20178235	20178262	20178246
chr2	20232630	20232668	20232655
chr2	20232824	20232845	20232827
chr2	20232923	20232955	20232935
chr2	20401314	20401332	20401315
chr2	20402008	20402040	20402018
chr2	20440141	20440166	20440151
chr2	20449394	20449412	20449401
chr2	20449674	20449695	20449695
chr2	20449742	20449763	20449749
chr2	20449846	20449880	20449868
chr2	20449906	20449942	20449917
chr2	20450673	20450710	20450690
chr2	20450721	20450739	20450722
chr2	20450786	20450796	20450787
chr2	20450833	20450865	20450858
chr2	20451233	20451245	20451234
chr2	20451260	20451285	20451261
chr2	20451446	20451472	20451454
chr2	20453666	20453691	20453667
chr2	20482857	20482883	20482878
chr2	20497369	20497398	20497378
chr2	20601460	20601485	20601474
chr2	20647461	20647472	20647472
chr2	20648232	20648250	20648241
chr2	20648317	20648341	20648334
chr2	20648662	20648713	20648701
chr2	20648740	20648772	20648751
chr2	20877905	20877925	20877919
chr2	20878037	20878063	20878055
chr2	20885680	20885702	20885690
chr2	20974599	20974627	20974618
chr2	21248095	21248115	21248108
chr2	21586841	21586868	21586852
chr2	23929906	23929931	23929920
chr2	23931287	23931305	23931295
chr2	23974337	23974357	23974338
chr2	24222798	24222812	24222799
chr2	24222916	24222941	24222930
chr2	24222963	24222990	24222978
chr2	24223637	24223669	24223653
chr2	24226000	24226020	24226001
chr2	24226228	24226248	24226237
chr2	24252723	24252746	24252738
chr2	24253888	24253915	24253899
chr2	24260543	24260563	24260550
chr2	24261488	24261506	24261496
chr2	24261643	24261661	24261644
chr2	24286492	24286515	24286505
chr2	24290472	24290493	24290484
chr2	24291231	24291255	24291242
chr2	24296959	24296985	24296969
chr2	24475356	24475380	24475373
chr2	24991341	24991362	24991353
chr2	25042142	25042199	25042151
chr2	25045212	25045234	25045226
chr2	25051158	25051183	25051173
chr2	25166606	25166635	25166617
chr2	25167349	25167377	25167365
chr2	25168558	25168580	25168570
chr2	25379022	25379047	25379039
chr2	25551518	25551543	25551521
chr2	25564829	25564851	25564839
chr2	25958654	25958680	25958666
chr2	25962524	25962544	25962534
chr2	25990523	25990555	25990540
chr2	26250919	26250941	26250920
chr2	26257574	26257602	26257583
chr2	26357928	26357976	26357976
chr2	26358197	26358211	26358211
chr2	26358342	26358369	26358343
chr2	26358747	26358768	26358766
chr2	26359719	26359740	26359729
chr2	26359985	26359999	26359995
chr2	26360033	26360063	26360041
chr2	26512869	26512890	26512870
chr2	26611969	26611990	26611990
chr2	26614650	26614669	26614661
chr2	26618442	26618463	26618455
chr2	26818353	26818369	26818369
chr2	26944911	26944928	26944916
chr2	27016070	27016092	27016071
chr2	27019616	27019640	27019624
